OK,ok,0.52,0.84,TRUE,FALSE,TRUE,0
ERM,<unk>,2.43,2.57,TRUE,TRUE,FALSE,1
I'm,i'm,3.4,3.98,FALSE,FALSE,FALSE,0
at,at,3.99,4.01,FALSE,FALSE,FALSE,0
SS,<unk>,4.01,4.02,TRUE,FALSE,TRUE,2
SS,,4.02,4.76,TRUE,FALSE,TRUE,2
AINT,<unk>,4.76,5.49,TRUE,FALSE,TRUE,2
SAINT,saint,6.41,6.51,TRUE,FALSE,TRUE,2
John's,john's,6.51,6.96,FALSE,FALSE,FALSE,0
now,now,7.03,7.36,FALSE,FALSE,FALSE,0
ERM,<unk>,7.37,7.38,TRUE,TRUE,FALSE,1
doing,,7.59,8.09,FALSE,FALSE,FALSE,0
my,,8.09,9.01,FALSE,FALSE,FALSE,0
AI,,9.01,14.34,TRUE,FALSE,TRUE,2
ES,,14.34,14.56,TRUE,FALSE,TRUE,2
LEVELS,,14.56,15.28,TRUE,FALSE,TRUE,2
ERM,,15.28,16.91,TRUE,TRUE,FALSE,1
I'm,i'm,16.91,17.76,FALSE,FALSE,FALSE,0
doing,doing,17.76,18.65,FALSE,FALSE,FALSE,0
FFFFOUR,<unk>,18.65,19.95,TRUE,FALSE,TRUE,7
which,which,19.95,20.39,FALSE,FALSE,FALSE,0
is,is,20.39,20.61,FALSE,FALSE,FALSE,0
a,a,20.61,20.77,FALSE,FALSE,FALSE,0
CH,<unk>,20.77,20.91,TRUE,FALSE,TRUE,2
CH,<unk>,20.91,21.22,TRUE,FALSE,TRUE,2
CHANGE,,21.22,21.36,TRUE,FALSE,TRUE,2
cause,,21.36,22.03,FALSE,FALSE,FALSE,0
it's,,22.03,22.67,FALSE,FALSE,FALSE,0
normally,,22.67,23.01,FALSE,FALSE,FALSE,0
three,,23.01,23.23,FALSE,FALSE,FALSE,0
ERM,<unk>,23.23,24.52,TRUE,TRUE,FALSE,1
I'm,i'm,24.52,25.12,FALSE,FALSE,FALSE,0
doing,doing,25.12,26.11,FALSE,FALSE,FALSE,0
Maths,<unk>,26.11,26.86,FALSE,FALSE,FALSE,0
IT,it,26.86,26.88,TRUE,FALSE,TRUE,0
Art,art,26.92,27.39,FALSE,FALSE,FALSE,0
