I've,i've,0.33,0.51,FALSE,FALSE,FALSE,0
chosen,chosen,0.51,0.87,FALSE,FALSE,FALSE,0
to,to,0.88,0.98,FALSE,FALSE,FALSE,0
talk,talk,0.98,1.13,FALSE,FALSE,FALSE,0
about,about,1.18,1.33,FALSE,FALSE,FALSE,0
my,my,1.33,1.62,FALSE,FALSE,FALSE,0
ERM,<unk>,1.99,2,TRUE,TRUE,FALSE,1
electric,electric,2.38,2.74,FALSE,FALSE,FALSE,0
guitar,guitar,2.75,2.95,FALSE,FALSE,FALSE,0
A,a,2.96,3.13,TRUE,FALSE,TRUE,2
An,an,4.45,4.47,FALSE,FALSE,FALSE,2
I've,i've,4.47,4.62,FALSE,FALSE,FALSE,0
been,been,4.62,4.78,FALSE,FALSE,FALSE,0
playing,playing,4.78,5.12,FALSE,FALSE,FALSE,0
it,it,5.12,5.32,FALSE,FALSE,FALSE,0
since,since,5.33,5.84,FALSE,FALSE,FALSE,0
LARSSSSSST,<unk>,5.85,6.13,TRUE,FALSE,TRUE,7
November,november,6.83,7.45,FALSE,FALSE,FALSE,0
about,about,8.059999,8.279999,FALSE,FALSE,FALSE,0
that,that,8.28,8.47,FALSE,FALSE,FALSE,0
And,and,8.95,9.25,FALSE,FALSE,FALSE,0
UM,UM,9.25,9.73,TRUE,TRUE,FALSE,1
yeah,yeah,10.66,10.81,FALSE,FALSE,FALSE,0
well,well,10.81,11.05,FALSE,FALSE,FALSE,0
I've,,11.05,11.1,FALSE,FALSE,FALSE,0
been,,11.1,11.28,FALSE,FALSE,FALSE,0
playing,playing,11.28,11.53,FALSE,FALSE,FALSE,0
it,it,11.53,11.63,FALSE,FALSE,FALSE,0
for,for,11.63,11.94,FALSE,FALSE,FALSE,0
JJJJJJ,<unk>,12.23,12.24,TRUE,FALSE,TRUE,2
JUST,just,12.27,12.51,TRUE,FALSE,TRUE,2
over,over,12.509999,12.699999,FALSE,FALSE,FALSE,0
a,a,12.7,12.76,FALSE,FALSE,FALSE,0
year,year,12.759999,12.949999,FALSE,FALSE,FALSE,0
