UM,UM,1.7,2.87,TRUE,TRUE,FALSE,1
i,i,3.05,3.18,FALSE,FALSE,FALSE,0
like,like,3.18,3.4,FALSE,FALSE,FALSE,0
Dragonball,<unk>,3.4,4.26,FALSE,FALSE,FALSE,0
Z,z,4.41,4.79,TRUE,FALSE,TRUE,2
Z,,4.79,4.98,TRUE,FALSE,TRUE,2
because,because,4.98,5.45,FALSE,FALSE,FALSE,0
it's,it's,5.51,5.87,FALSE,FALSE,FALSE,0
like,like,5.89,6.37,FALSE,FALSE,FALSE,0
a,a,6.78,7.07,FALSE,FALSE,FALSE,0
IT,it,7.07,7.2,TRUE,FALSE,TRUE,2
IT'S,it's,8.849999,9.209999,TRUE,FALSE,TRUE,2
a,a,9.21,9.22,FALSE,FALSE,FALSE,0
M,m,10.82,10.84,TRUE,FALSE,TRUE,2
MANGA,<unk>,11.25,11.39,TRUE,FALSE,TRUE,2
it,it,12.45,12.68,FALSE,FALSE,FALSE,0
was,was,12.679999,13.399999,FALSE,FALSE,FALSE,0
one,one,13.59,13.78,FALSE,FALSE,FALSE,0
of,of,13.78,13.9,FALSE,FALSE,FALSE,0
the,the,13.929999,14.079999,FALSE,FALSE,FALSE,0
first,first,14.229999,14.459999,FALSE,FALSE,FALSE,0
M,m,14.719999,14.769999,TRUE,FALSE,TRUE,2
MANGA,<unk>,15.07,15.7,TRUE,FALSE,TRUE,2
cartoons,cartoons,15.759999,16.329999,FALSE,FALSE,FALSE,0
that,that,16.369999,16.579999,FALSE,FALSE,FALSE,0
came,came,16.58,16.94,FALSE,FALSE,FALSE,0
out,out,16.940001,17.230001,FALSE,FALSE,FALSE,0
and,and,18.370001,18.720001,FALSE,FALSE,FALSE,0
i,i,20.07,20.26,FALSE,FALSE,FALSE,0
like,like,20.26,20.57,FALSE,FALSE,FALSE,0
it,it,20.57,20.78,FALSE,FALSE,FALSE,0
because,because,20.82,21.36,FALSE,FALSE,FALSE,0
it,it,21.4,21.44,FALSE,FALSE,FALSE,0
