Right,right,0.27,0.54,FALSE,FALSE,FALSE,0
I'm,i'm,0.6,0.76,FALSE,FALSE,FALSE,0
going,going,0.76,0.8,FALSE,FALSE,FALSE,0
to,to,0.8,0.86,FALSE,FALSE,FALSE,0
talk,talk,0.86,0.89,FALSE,FALSE,FALSE,0
about,about,1.06,1.39,FALSE,FALSE,FALSE,0
fencing,fencing,1.39,1.82,FALSE,FALSE,FALSE,0
for,for,1.82,1.93,FALSE,FALSE,FALSE,0
a,a,1.93,1.98,FALSE,FALSE,FALSE,0
bit,bit,1.98,2.25,FALSE,FALSE,FALSE,0
UM,UM,2.47,2.82,TRUE,TRUE,FALSE,1
i,i,2.85,2.95,FALSE,FALSE,FALSE,0
started,started,2.95,3.33,FALSE,FALSE,FALSE,0
fencing,fencing,3.33,3.76,FALSE,FALSE,FALSE,0
a,a,3.77,3.87,FALSE,FALSE,FALSE,0
couple,couple,3.87,4.06,FALSE,FALSE,FALSE,0
of,of,4.06,4.15,FALSE,FALSE,FALSE,0
years,years,4.15,4.37,FALSE,FALSE,FALSE,0
ago,ago,4.37,4.7,FALSE,FALSE,FALSE,0
There,there,5.12,5.25,FALSE,FALSE,FALSE,0
are,are,5.26,6.34,FALSE,FALSE,FALSE,0
three,three,6.39,7.06,FALSE,FALSE,FALSE,0
W,,7.06,7.5,TRUE,FALSE,TRUE,2
W,,7.7,7.9,TRUE,FALSE,TRUE,2
W,,7.9,8.01,TRUE,FALSE,TRUE,2
W,w,8.01,8.16,TRUE,FALSE,TRUE,2
WEAPONS,weapons,8.16,8.76,TRUE,FALSE,TRUE,0
foil,foil,8.77,8.81,FALSE,FALSE,FALSE,0
epee,<unk>,9.4,9.84,FALSE,FALSE,FALSE,0
and,and,9.849999,10.069999,FALSE,FALSE,FALSE,0
sabre,sabre,10.07,10.53,FALSE,FALSE,FALSE,0
i,i,11.389999,11.539999,FALSE,FALSE,FALSE,0
started,started,11.54,11.89,FALSE,FALSE,FALSE,0
off,off,11.889999,12.059999,FALSE,FALSE,FALSE,0
on,on,12.059999,12.219999,FALSE,FALSE,FALSE,0
foil,foil,12.219999,12.699999,FALSE,FALSE,FALSE,0
UM,UM,13.08,13.84,TRUE,TRUE,FALSE,1
and,and,14.509999,14.949999,FALSE,FALSE,FALSE,0
that,that,14.969999,15.119999,FALSE,FALSE,FALSE,0
was,was,15.12,15.27,FALSE,FALSE,FALSE,0
ok,ok,15.27,15.71,FALSE,FALSE,FALSE,0
UM,UM,15.92,16.63,TRUE,TRUE,FALSE,1
but,but,17.1,17.42,FALSE,FALSE,FALSE,0
i,i,17.48,17.64,FALSE,FALSE,FALSE,0
didn't,didn't,17.639999,17.899999,FALSE,FALSE,FALSE,0
feel,feel,17.9,18.18,FALSE,FALSE,FALSE,0
it,it,18.18,18.27,FALSE,FALSE,FALSE,0
WUZSSSSSSSSS,<unk>,18.27,18.9,TRUE,FALSE,TRUE,7
UM,UM,19.03,19.74,TRUE,TRUE,FALSE,1
as,as,20.24,20.47,FALSE,FALSE,FALSE,0
interesting,interesting,20.47,21.08,FALSE,FALSE,FALSE,0
as,as,21.11,21.24,FALSE,FALSE,FALSE,0
some,some,21.25,21.42,FALSE,FALSE,FALSE,0
of,of,21.42,21.46,FALSE,FALSE,FALSE,0
the,the,21.46,21.5,FALSE,FALSE,FALSE,0
others,others,21.5,21.78,FALSE,FALSE,FALSE,0
so,so,21.78,22.25,FALSE,FALSE,FALSE,0
i,i,22.39,22.69,FALSE,FALSE,FALSE,0
started,started,22.73,23.2,FALSE,FALSE,FALSE,0
doing,doing,23.2,23.41,FALSE,FALSE,FALSE,0
a,,23.41,23.55,FALSE,FALSE,FALSE,0
bit,,23.55,23.7,FALSE,FALSE,FALSE,0
of,,23.7,23.83,FALSE,FALSE,FALSE,0
epee,<unk>,23.83,23.96,FALSE,FALSE,FALSE,0
after,after,23.96,24.17,FALSE,FALSE,FALSE,0
a,a,24.17,24.23,FALSE,FALSE,FALSE,0
while,while,24.23,24.44,FALSE,FALSE,FALSE,0
And,and,25.32,25.85,FALSE,FALSE,FALSE,0
I,i,25.91,25.92,TRUE,FALSE,TRUE,2
IN,in,25.93,26.16,TRUE,FALSE,TRUE,2
epee,<unk>,26.29,26.42,FALSE,FALSE,FALSE,0
you've,you've,26.429999,26.649999,FALSE,FALSE,FALSE,0
got,got,26.65,26.89,FALSE,FALSE,FALSE,0
to,to,26.92,27.39,FALSE,FALSE,FALSE,0
hit,hit,27.4,27.62,FALSE,FALSE,FALSE,0
your,your,27.62,27.76,FALSE,FALSE,FALSE,0
