FFFFF,,0.13,0.46,TRUE,FALSE,TRUE,4
OR,or,1.49,1.75,TRUE,FALSE,TRUE,4
FFFFFFFFFFFF,<unk>,2.64,2.92,TRUE,FALSE,TRUE,4
OR,or,3.08,3.5,TRUE,FALSE,TRUE,4
Christmas,christmas,4.98,5.85,FALSE,FALSE,FALSE,0
I,i,5.9,6.11,TRUE,FALSE,TRUE,5
WANT,want,6.11,6.48,TRUE,FALSE,TRUE,5
UM,um,7.01,7.49,TRUE,TRUE,FALSE,1
I,i,7.58,7.7,TRUE,FALSE,TRUE,5
WANT,want,7.7,7.96,TRUE,FALSE,TRUE,5
SUMMMMMMM,,7.96,8.53,TRUE,FALSE,TRUE,7
new,new,8.53,8.8,FALSE,FALSE,FALSE,0
games,games,8.809999,9.199999,FALSE,FALSE,FALSE,0
FOR,for,9.2,9.32,TRUE,FALSE,TRUE,6
MY,my,9.32,9.49,TRUE,FALSE,TRUE,6
NEW,new,9.49,9.97,TRUE,FALSE,TRUE,6
FAW,,9.97,10.37,TRUE,FALSE,TRUE,6
MY,,10.37,10.53,TRUE,FALSE,TRUE,6
UM,,10.53,11.6,TRUE,TRUE,FALSE,1
NIN,,11.6,12.4,TRUE,FALSE,TRUE,6
block,,12.4,13.2,FALSE,FALSE,FALSE,6
MIE,<unk>,14.11,14.51,TRUE,FALSE,TRUE,6
NIN,<unk>,16.5,16.88,TRUE,FALSE,TRUE,6
NIN,<unk>,18.45,18.75,TRUE,FALSE,TRUE,6
NIN,,18.79,18.83,TRUE,FALSE,TRUE,6
TENDO,,18.89,18.96,TRUE,FALSE,TRUE,6
sixty,sixty,18.96,19.13,FALSE,FALSE,FALSE,0
four,four,19.13,19.43,FALSE,FALSE,FALSE,0
and,and,20.05,20.3,FALSE,FALSE,FALSE,0
also,also,20.3,21,FALSE,FALSE,FALSE,0
I,i,21.04,21.17,TRUE,FALSE,TRUE,0
want,want,21.17,21.46,FALSE,FALSE,FALSE,0
some,some,21.47,21.86,FALSE,FALSE,FALSE,0
NEW,new,21.86,22.51,TRUE,FALSE,TRUE,4
NEW,new,23.03,23.51,TRUE,FALSE,TRUE,4
UM,um,23.51,23.96,TRUE,TRUE,FALSE,1
NEW,new,24.42,24.71,TRUE,FALSE,TRUE,4
UM,um,24.83,25.08,TRUE,TRUE,FALSE,1
B,,25.08,26.5,TRUE,FALSE,TRUE,2
OOKS,<unk>,27.93,28.47,TRUE,FALSE,TRUE,2
TO,to,28.5,28.85,TRUE,FALSE,TRUE,4
UM,um,28.85,29.21,TRUE,TRUE,FALSE,1
TO,to,29.77,30.01,TRUE,FALSE,TRUE,4
UM,um,30.01,30.37,TRUE,TRUE,FALSE,1
H,,30.37,31,TRUE,FALSE,TRUE,2
ELP,<unk>,32.12,32.34,TRUE,FALSE,TRUE,2
me,me,32.349999,32.529999,FALSE,FALSE,FALSE,0
WU,wu,32.549999,32.659999,TRUE,FALSE,TRUE,2
WITH,with,32.67,32.99,TRUE,FALSE,TRUE,5
MY,my,33.009999,33.269999,TRUE,FALSE,TRUE,1
UM,um,33.27,33.56,TRUE,TRUE,FALSE,5
WITH,with,34.029999,34.289999,TRUE,FALSE,TRUE,5
MY,my,34.299999,34.589999,TRUE,FALSE,TRUE,5
W,w,36.469999,36.539999,TRUE,FALSE,TRUE,2
ORK,<unk>,36.75,37.04,TRUE,FALSE,TRUE,2
at,at,37.04,37.11,FALSE,FALSE,FALSE,0
school,school,37.11,37.46,FALSE,FALSE,FALSE,0
and,and,38.39,39.06,FALSE,FALSE,FALSE,0
i,i,39.09,39.34,FALSE,FALSE,TRUE,0
also,also,39.38,39.78,FALSE,FALSE,FALSE,0
WANTTTTTTTTTT,<unk>,39.88,40.24,TRUE,FALSE,TRUE,7
A,a,41.43,41.74,TRUE,FALSE,TRUE,6
NEW,new,41.74,42.59,TRUE,FALSE,TRUE,6
A,a,42.68,42.82,TRUE,FALSE,TRUE,6
NEW,new,42.82,43.24,TRUE,FALSE,TRUE,6
UM,um,43.24,43.62,TRUE,TRUE,FALSE,1
UM,um,43.81,44.14,TRUE,TRUE,FALSE,1
personal,personal,46.25,46.59,FALSE,FALSE,FALSE,0
S,s,46.59,46.61,TRUE,FALSE,TRUE,7
EEDEE,<unk>,50.169999,50.819999,TRUE,FALSE,TRUE,7
player,,50.819999,51.8,FALSE,FALSE,FALSE,0
And,,51.8,52.8,FALSE,FALSE,FALSE,0
also,,52.8,53.8,FALSE,FALSE,FALSE,0
I,,53.8,54.8,TRUE,FALSE,TRUE,0
want,,54.8,55.86,FALSE,FALSE,FALSE,0
a,a,55.86,55.98,FALSE,FALSE,FALSE,0
few,few,55.98,56.55,FALSE,FALSE,FALSE,0
NEW,new,56.61,57.14,TRUE,FALSE,TRUE,4
UM,um,57.14,57.57,TRUE,TRUE,FALSE,1
NEW,new,57.98,58.32,TRUE,FALSE,TRUE,4
UM,um,58.32,58.66,TRUE,TRUE,FALSE,1
UM,um,58.74,59.07,TRUE,TRUE,FALSE,1
B,,59.07,60.2,TRUE,FALSE,TRUE,2
B,,60.2,61.38,TRUE,FALSE,TRUE,2
OOKS,<unk>,61.38,61.56,TRUE,FALSE,TRUE,2
T,,61.56,67.29,TRUE,FALSE,TRUE,2
TTTTT,<unk>,67.29,67.92,TRUE,FALSE,TRUE,2
TO,to,67.919999,68.399999,TRUE,FALSE,TRUE,2
read,read,68.91,68.99,FALSE,FALSE,FALSE,0
at,,68.99,69.05,FALSE,FALSE,FALSE,0
home,,69.05,69.1,FALSE,FALSE,FALSE,0
block,,69.1,69.14,FALSE,FALSE,FALSE,0
I'VE,,69.14,69.18,TRUE,FALSE,TRUE,2
also,,69.18,69.22,FALSE,FALSE,FALSE,0
hoping,,69.22,69.24,FALSE,FALSE,FALSE,0
to,to,69.24,69.37,FALSE,FALSE,FALSE,0
get,get,69.37,69.65,FALSE,FALSE,FALSE,0
WHICH,which,70.029999,70.399999,TRUE,FALSE,TRUE,5
WE’VE,we've,70.4,70.72,TRUE,FALSE,FALSE,5
WHICH,which,71.41,71.66,TRUE,FALSE,TRUE,5
WE’VE,we've,72.41,72.44,TRUE,FALSE,FALSE,5
already,already,72.44,72.87,FALSE,FALSE,FALSE,0
is,is,73.24,73.6,FALSE,FALSE,FALSE,0
a,a,73.62,73.89,FALSE,FALSE,FALSE,0
new,new,73.9,74.48,FALSE,FALSE,FALSE,0
um,um,74.52,74.94,FALSE,TRUE,FALSE,0
B,,74.94,75.44,TRUE,FALSE,TRUE,2
ADMINTON,<unk>,75.94,76.7,TRUE,FALSE,TRUE,2
R,,76.7,77.3,TRUE,FALSE,TRUE,2
R,,77.3,77.9,TRUE,FALSE,TRUE,2
AQUET,<unk>,78.49,79,TRUE,FALSE,TRUE,2
a,a,79.69,80.13,FALSE,FALSE,FALSE,0
UM,um,80.13,80.63,TRUE,TRUE,FALSE,0
SSSSSSSSSSSSKSSSSSSSSSSSSSSSSSGWOSH,<unk>,81.009999,81.639999,TRUE,FALSE,TRUE,7
racquets,<unk>,82.19,82.65,FALSE,FALSE,FALSE,0
AND,and,86.31,87.04,TRUE,FALSE,TRUE,4
AND,and,88.129999,88.449999,TRUE,FALSE,TRUE,5
SOME,some,88.459999,89.169999,TRUE,FALSE,TRUE,5
AND,and,89.33,89.68,TRUE,FALSE,TRUE,5
SOME,some,89.689999,90.109999,TRUE,FALSE,TRUE,5
AND,and,90.83,91.05,TRUE,FALSE,TRUE,5
SOME,some,91.049999,91.219999,TRUE,FALSE,TRUE,5
new,new,91.219999,91.289999,FALSE,FALSE,FALSE,0
SSSSSSSSSSSSSSS,,91.289999,91.37,TRUE,FALSE,TRUE,7
GWOSH,,91.37,91.46,TRUE,FALSE,TRUE,7
SH,<unk>,91.46,92.25,TRUE,FALSE,TRUE,7
OES,<unk>,94.25,95.75,TRUE,FALSE,TRUE,7
as,as,95.75,95.87,FALSE,FALSE,FALSE,0
well,well,95.87,96.16,FALSE,FALSE,FALSE,0
UM,um,99.03,99.35,TRUE,TRUE,FALSE,0
DOWN,down,100.75,100.8,TRUE,FALSE,TRUE,2
at,at,100.969999,101.049999,FALSE,FALSE,FALSE,0
school,school,101.05,101.24,FALSE,FALSE,FALSE,0
in,in,101.24,101.37,FALSE,FALSE,FALSE,0
Dorset,<unk>,101.37,101.97,FALSE,FALSE,FALSE,0
UM,um,102.599999,102.949999,TRUE,TRUE,FALSE,1
what,what,103.11,103.3,FALSE,FALSE,FALSE,0
we,we,103.299999,103.409999,FALSE,FALSE,FALSE,0
do,do,103.41,103.61,FALSE,FALSE,FALSE,0
is,is,103.61,103.63,FALSE,FALSE,FALSE,0
we,we,103.63,103.74,FALSE,FALSE,FALSE,0
have,have,103.74,103.98,FALSE,FALSE,FALSE,0
THIS,this,103.98,104.45,TRUE,FALSE,TRUE,4
UM,um,104.52,104.87,TRUE,TRUE,FALSE,1
THIS,this,104.88,105.19,TRUE,FALSE,TRUE,4
UM,um,105.19,105.62,TRUE,TRUE,FALSE,1
TH,,105.62,107,TRUE,FALSE,TRUE,7
ING,ing,108.12,108.53,TRUE,FALSE,TRUE,7
which,w,108.54,108.61,FALSE,FALSE,TRUE,0
we,we,109.359999,109.459999,FALSE,FALSE,FALSE,0
do,do,109.459999,109.679999,FALSE,FALSE,FALSE,0
on,on,109.799999,110.019999,FALSE,FALSE,FALSE,0
W,w,110.449999,110.519999,TRUE,FALSE,TRUE,2
EDNESDAY,<unk>,111.74,112.38,TRUE,FALSE,TRUE,2
afternoons,afternoons,112.38,112.86,FALSE,FALSE,FALSE,0
which,which,112.86,113.04,FALSE,FALSE,FALSE,0
is,is,113.04,113.19,FALSE,FALSE,FALSE,0
called,called,113.19,113.48,FALSE,FALSE,FALSE,0
THE,the,113.49,113.74,TRUE,FALSE,TRUE,4
UM,um,113.74,114.11,TRUE,TRUE,FALSE,1
THE,the,114.7,114.84,TRUE,FALSE,TRUE,4
UM,um,114.84,115.05,TRUE,TRUE,FALSE,1
S,s,115.12,115.16,TRUE,FALSE,TRUE,7
S,,116,116.37,TRUE,FALSE,TRUE,7
EE,ee,116.8,116.81,TRUE,FALSE,TRUE,7
SEE,see,116.92,118.49,TRUE,FALSE,TRUE,7
